year,icd_main_category,icd_detail_category,gender,death_age,death_count
2018,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,30 - 39,1
2018,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,40 - 49,1
2018,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,50 - 59,6
2018,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,60 - 64,12
2018,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,65 - 69,11
2018,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,70 - 74,6
2018,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,75 - 79,12
2018,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,80 - 84,13
2018,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,85 and Over,10
2018,"1-048-Diseases of the blood and blood-forming organs and					certain disorders involving the immune mechanism(D50-D89)",1-049-Anaemias(D50-D64),M,10 - 19,1
2018,"1-048-Diseases of the blood and blood-forming organs and					certain disorders involving the immune mechanism(D50-D89)",1-049-Anaemias(D50-D64),M,60 - 64,1
2018,"1-048-Diseases of the blood and blood-forming organs and					certain disorders involving the immune mechanism(D50-D89)",1-049-Anaemias(D50-D64),M,65 - 69,1
2018,"1-048-Diseases of the blood and blood-forming organs and					certain disorders involving the immune mechanism(D50-D89)",1-049-Anaemias(D50-D64),M,75 - 79,1
2018,"1-048-Diseases of the blood and blood-forming organs and					certain disorders involving the immune mechanism(D50-D89)",1-049-Anaemias(D50-D64),M,85 and Over,1
2018,"1-048-Diseases of the blood and blood-forming organs and					certain disorders involving the immune mechanism(D50-D89)","1-050-Remainder of diseases of the blood and blood-forming		organs and certain disorders involving the immune mechanism(D65-D89)",M,50 - 59,1
2018,"1-048-Diseases of the blood and blood-forming organs and					certain disorders involving the immune mechanism(D50-D89)","1-050-Remainder of diseases of the blood and blood-forming		organs and certain disorders involving the immune mechanism(D65-D89)",M,85 and Over,1
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,20 - 29,2
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,30 - 39,1
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,40 - 49,1
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,50 - 59,14
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,60 - 64,11
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,65 - 69,17
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,70 - 74,22
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,75 - 79,20
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,80 - 84,18
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)",1-052-Diabetes mellitus(E10-E14),M,85 and Over,20
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,50 - 59,1
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,60 - 64,1
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,65 - 69,2
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,70 - 74,1
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,75 - 79,2
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",M,85 and Over,1
2018,1-055-Mental and behavioural disorders(F01-F99),"1-057-Remainder of mental and behavioural disorders(F01-F09,F20-F99)",M,85 and Over,1
2018,1-058-Diseases of the nervous system(G00-G98),"1-059-Meningitis(G00,G03)",M,60 - 64,1
2018,1-058-Diseases of the nervous system(G00-G98),1-060-Alzheimers disease(G30),M,75 - 79,2
2018,1-058-Diseases of the nervous system(G00-G98),1-060-Alzheimers disease(G30),M,80 - 84,4
2018,1-058-Diseases of the nervous system(G00-G98),1-060-Alzheimers disease(G30),M,85 and Over,3
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,02,1
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,03,1
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,05 - 09,2
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,10 - 19,3
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,20 - 29,5
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,30 - 39,6
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,40 - 49,1
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,50 - 59,11
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,60 - 64,8
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,65 - 69,13
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,70 - 74,11
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,75 - 79,13
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,80 - 84,13
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",M,85 and Over,7
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,30 - 39,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,50 - 59,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,65 - 69,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,70 - 74,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,75 - 79,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,80 - 84,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,85 and Over,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,30 - 39,4
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,40 - 49,29
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,50 - 59,59
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,60 - 64,34
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,65 - 69,55
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,70 - 74,63
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,75 - 79,35
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,80 - 84,36
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,85 and Over,32
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,05 - 09,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,20 - 29,5
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,30 - 39,46
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,40 - 49,131
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,50 - 59,393
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,60 - 64,290
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,65 - 69,307
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,70 - 74,303
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,75 - 79,298
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,80 - 84,270
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,85 and Over,380
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,03,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,10 - 19,6
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,20 - 29,7
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,28 days - under 1 years,3
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,30 - 39,14
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,40 - 49,19
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,50 - 59,22
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,60 - 64,24
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,65 - 69,24
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,70 - 74,20
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,75 - 79,15
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,80 - 84,18
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,85 and Over,35
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,10 - 19,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,20 - 29,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,30 - 39,9
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,40 - 49,42
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,50 - 59,69
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,60 - 64,59
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,65 - 69,62
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,70 - 74,85
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,75 - 79,75
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,80 - 84,80
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,85 and Over,108
2018,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,65 - 69,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,70 - 74,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,75 - 79,4
2018,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,80 - 84,3
2018,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,85 and Over,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,10 - 19,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,30 - 39,4
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,40 - 49,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,50 - 59,10
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,60 - 64,9
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,65 - 69,10
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,70 - 74,17
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,75 - 79,27
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,80 - 84,25
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,85 and Over,15
2018,1-072-Diseases of the respiratory system(J00-J98),1-073-Influenza(J09-J11),M,50 - 59,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-073-Influenza(J09-J11),M,60 - 64,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-073-Influenza(J09-J11),M,70 - 74,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,01,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,02,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,10 - 19,3
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,20 - 29,2
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,28 days - under 1 years,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,30 - 39,4
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,40 - 49,14
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,50 - 59,81
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,60 - 64,113
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,65 - 69,140
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,70 - 74,254
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,75 - 79,317
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,80 - 84,409
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,85 and Over,843
2018,1-072-Diseases of the respiratory system(J00-J98),1-075-Other acute lower respiratory infections(J20-J22),M,85 and Over,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,10 - 19,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,20 - 29,2
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,30 - 39,3
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,40 - 49,4
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,50 - 59,16
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,60 - 64,20
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,65 - 69,33
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,70 - 74,44
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,75 - 79,49
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,80 - 84,43
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,85 and Over,68
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,28 days - under 1 years,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,30 - 39,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,50 - 59,5
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,60 - 64,10
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,65 - 69,12
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,70 - 74,9
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,75 - 79,6
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,80 - 84,17
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,85 and Over,9
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,40 - 49,2
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,50 - 59,2
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,60 - 64,4
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,65 - 69,5
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,70 - 74,4
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,80 - 84,1
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,85 and Over,6
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,20 - 29,1
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,30 - 39,3
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,40 - 49,13
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,50 - 59,29
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,60 - 64,12
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,65 - 69,15
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,70 - 74,9
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,75 - 79,2
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,80 - 84,10
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,85 and Over,9
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,20 - 29,1
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,30 - 39,2
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,40 - 49,2
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,50 - 59,10
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,60 - 64,14
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,65 - 69,24
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,70 - 74,16
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,75 - 79,14
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,80 - 84,16
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,85 and Over,39
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,40 - 49,1
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,50 - 59,6
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,60 - 64,1
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,65 - 69,6
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,70 - 74,4
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,75 - 79,5
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,80 - 84,16
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,85 and Over,11
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,30 - 39,1
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,40 - 49,2
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,50 - 59,5
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,60 - 64,4
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,65 - 69,6
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,70 - 74,5
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,75 - 79,9
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,80 - 84,8
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,85 and Over,5
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,28 days - under 1 years,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,30 - 39,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,50 - 59,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,60 - 64,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,65 - 69,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,70 - 74,2
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,75 - 79,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,80 - 84,2
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,85 and Over,4
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,05 - 09,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,10 - 19,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,20 - 29,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,30 - 39,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,40 - 49,2
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,50 - 59,25
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,60 - 64,35
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,65 - 69,47
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,70 - 74,40
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,75 - 79,63
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,80 - 84,77
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,85 and Over,100
2018,1-092-Certain conditions originating in the perinatal period(P00-P96),1-092-Certain conditions originating in the perinatal period(P00-P96),M,28 days - under 1 years,1
2018,1-092-Certain conditions originating in the perinatal period(P00-P96),1-092-Certain conditions originating in the perinatal period(P00-P96),M,Under 28 days,18
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,01,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,02,2
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,04,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,05 - 09,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,10 - 19,2
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,20 - 29,1
