,timestamp,Username,caption,no. of likes,no. of comments,comments,food
783,31/5/2020,stormscape,"[NEW Item] [🚇 #StormscapeStayHome] [Launching: TOMORROW]
EARL GREY BUTTERFLY PEA BURNT CHEESECAKE?!
Keong Saik Bakery is launching 2 [NEW] Burnt Cheesecakes flavours TOMORROW! Available for takeaway and islandwide delivery, think:
.
1️⃣ Seashore (SGD 8.50) ⭐️- Earl Grey and Blue Pea
2️⃣ Mao Shan Wang Burnt Cheesecake (SGD 10.50) ⭐️⭐️ - Oozy layer that is so fragrant!
.
📍Keong Saik Bakery
Opening hours: 8am - 5pm (Mon), 8am - 7.30pm (Tue-Sun)
#StayHome #StayHomeSG #StayAtHome #CircuitBreaker #SGunited",1170,22,"['#Singapore #KeongSaik #KeongSaikBakery #Outram #OutramPark #burntcheesecake #cheesecake #earlgrey #sgcafe #sgfood #sgcafefood #sgdelivery #deliverysg #covid #covid19', '@chj.m looks delicious', '@frostyadrii', '👌👌👌', 'That looks amazin🤩', '🥳🥳🥳🥳', '@ohruilly omg 😍😍', '@rawrylim Interesting', '😍😍😍 Woah', 'That cool colour! 👍🏻', '@benedictelee 😩', 'I first thought this forex trading was a scam until I met Bolton Nicholas who made me a profit of $4,350 with just $400 in 5 days trading @bolton.nicholas2', 'terlihat lezat 🤤', 'Wahh ❤️❤️ I should try !!!']",food 4
784,31/5/2020,stormscape,"[🚇 #StormscapeStayHome]
3 INGREDIENTS STRAWBERRY SANDWICH?!
Missed travelling to Japan so much that I decided to create a simple Japanese snack! Reminiscing the Fruit Sando I had in Japan, think:
.
3 ingredients:
1️⃣ 100ml Whipping Cream
2️⃣ 15g Castor Sugar
3️⃣ 100g Mascarpone cheese
.
Steps
1️⃣ Pour 100ml of whipping cream into a clean bowl on top of ice water to keep it cool
2️⃣ Add 15g of castor sugar to the whipping cream (this is about 60% sweetness in terms of BBT standard)
3️⃣ Whipped it until it starts to peak
4️⃣ Add in 100g of Mascarpone cheese
5️⃣ Continue whipping for another 6-7mins to form a cream texture
6️⃣ Put a clean wrap on table top before putting your bread on it
7️⃣ Visualise how your cross section will look like and arrange your fruits
8️⃣ “Buah” the cream prepared in 5️⃣ onto your fruits generously and “Kiap” it with another slice of bread
9️⃣ Cling wrap it and put into your chiller for 30mins before slicing
.
#StayHome #StayHomeSG #StayAtHome #CircuitBreaker #SGunited #StormscapeVideo #homecafe #홈카페 #홈카페놀이 #집카페 #ホームカフェ#StormscapeHomeCafe",438,12,"['#Singapore #asmr #asmrfood #asmreating #asmrfoodsounds #sgcafe #sgfood #sgcafefood #fruitsandwich #Stormscape #Covid #covid19', '5 ingredients because need strawberries and bread!', 'Did you wash your strawberries the right way?😨', 'Omg I just did it too, the other day 😍😍', 'Hhehe', 'Stay safe 🤲🔥😷', '❤️🙌 join our giveaway!', '@stjandr 😂😂😂😂']",food 1
785,31/5/2020,stormscape,"[🚇 #StormscapeStayHome]
BEST LEMON MERINGUE TART?!
Fleur De Sel Le Restaurant is now launching their 3rd edition for their takeaway menus that happened only twice a month! For the month of June on 6 Jun and 20 Jun with a different menu on both dates, think:
.
Swipe ⬅️ for menu
1️⃣ Lobster bisque (SGD 30 for 500ml) ⭐️
2️⃣ Beef bourguignon (SGD 28 for 2pax) ⭐️
3️⃣ Seabass en papillote (SGD 30)
4️⃣ Lemon meringue tart (SGD 25) ⭐️⭐️ - Best lemon meringue tart with a citrusy tang, crispy and fluffy meringue topping and a buttery tart shell
5️⃣ Sourdough bread (SGD 5 for 250g) ⭐️
6️⃣ Breakfast set (SGD 18 for 8pcs) - 2 X croissant, pain au chocolat, pain au raisin, almond croissant each, with 3 mini jams and butter
.
📍 Fleur De Sel Le Restaurant
📞 9388 2554 (Chef Alex)
#StayHome #StayAtHome #StayHomeSG #CircuitBreaker #SGunited",454,4,"['#Singapore #FleurDeSelLe #tanjongpagar #StormscapeTanjongPagar #sgcafe #sgfood #sgcafefood #sgdelivery #deliverysg #covid #covid19 #lemonmeringue', 'Thanks a lot for helping small business like us Nicholas!', 'Thank you Nicholas! Have a great Sunday.', 'How good is their food though!😍']",food 5
786,30/5/2020,stormscape,"[NEW Items+Promo] [🚇 #StormscapeStayHome]
10% OFF TAKEAWAY?!
St Regis is now available for takeaway and delivery! Together with [NEW] dumplings available this year, think:
.
1️⃣ Braised Ee-fu Noodles, Seafood, XO Sauce XO酱海鲜烩伊府面 (SGD 18) ⭐️
2️⃣ Sliced Peking Duck Skin wrapped with Pancake 京式片皮配么么饼 (SGD 90) ⭐️
3️⃣ Wok-fried Duck Meat with Bamboo Shoot 回锅冬笋炒鸭肉 (+SGD 30) ⭐️
4️⃣ Sautéed Kurobuta Pork, Fresh Mushrooms, Black Pepper Sauce 黑椒什菌炒黑豚肉 (SGD 24)
5️⃣ Wok-fried Scallops, Broccoli 带子西兰花 (SGD 18)
6️⃣ Rice Dumplings
- Glutinous Rice Dumpling with Abalone and Golden Dried Scallops (SGD 38)
- Glutinous Rice Dumpling with Pork Belly and Salted Egg Yolk (SGD 22)
- Black Glutinous Rice Dumpling with Mixed Grains and Black Truffle (Vegetarian) (SGD 18)
.
[NEW Promo] Checkout with Promo Code: TAKE10 for 10% OFF takeaway orders
.
📍Yan Ting (St Regis Hotel)
🖥 https://festive-stregissingapore.oddle.me/en_SG/
#StayHome #StayAtHome #StayHomeSG #CircuitBreaker #SGunited",570,3,"['#Singapore #StRegis #StRegisSG #stregissingapore #sgcafe #sgfood #sgcafefood #sgdelivery #deliverysg #covid #covid19 #sgdeal #sgpromo #Stormscape', 'love eefu noodles 🤤🤤🤤🤤🤤🤤🤤']",food 0
787,30/5/2020,stormscape,"[🚇 #StormscapeStayHome]
BLUE PEA LEMONADE?!
Need some refreshing drinks these days and decided to add soda into my Home Cafe menu! With fruits such as strawberry and lemon added, think:
.
Steps
1️⃣ Add Strawberry and Lemon Slices into empty glass
2️⃣ Add Ice Cubes until glass is half full
3️⃣ Add 150ml of Soda water (I’m using A&W Cream Soda which gives it a vanilla taste)
4️⃣ Prepare Butterfly Pea Ice Cubes the night before: 8 dried Butterfly pea petals to 100ml of Hot water and let it seep for 5 mins before freezing it
.

#StayHome #StayHomeSG #StayAtHome #CircuitBreaker #SGunited #StormscapeVideo #homecafe #홈카페 #홈카페놀이 #집카페 #ホームカフェ#StormscapeHomeCafe",345,8,"['#Singapore #asmr #asmrfood #asmrfoodsounds #sgcafe #sgfood #sgcafefood #covid #covid19 #Stormscape #sghomecafe', 'Lemonade sounds refreshing! Order pls', '😍😍😍', 'I think you should turn lemon juice into ice cube instead and the blue pea in the liquid. That way, as the ice melts, it gradually changes colour from blue to purple.', 'So pretty 😍']",food 6
788,30/5/2020,stormscape,"[NEW Promo] [🚇 #StormscapeStayHome]
10% OFF MRS PHO?!
Mrs Pho is now available for FREE ISLANDWIDE DELIVERY! With hearty Vietnamese food right at your doorsteps, think various bundle for 2/4/6 pax:
.
1️⃣ 2 pax (Classic Set SGD 38/ Share Set SGD 48)
2️⃣ 4 pax (Classic Set SGD 88/ Share Set SGD 68)
3️⃣ 6 pax (Classic Set SGD 128/ Share Set SGD 98)
.
[NEW Promo] Checkout with promo code: StormscapeMrsPho to enjoy 10% OFF, minimum order SGD 40. Promo is valid till 31 May
.
📍Mrs Pho
🚗 Islandwide FREE delivery for orders above SGD 60
🖥 http://order.MrsPho.com 
#StayHome #StayHomeSG #StayAtHome #CircuitBreaker #SGunited",466,4,"['#Singapore #MrsPho #MrsPhoSG #sgcafe #sgfood #sgcafefood #sgdelivery #deliverysg #covid #covid19 #sgpromo #sgdeal', 'I trusted Mrs Claire Xavier with my money since i took rush of investing my money with his platform have never regretted it and my life has changed for good get in touch with @clairefx_investment to get started.', 'Your image is nicely taken. I like your style. Good job.']",food 8
789,30/6/2020,thesilverchef,"Here’s something we did before but it’s so easy to do - Honey Glazed Garlic Chicken Wings. The recipe as follows.

Pat dry chic wings before you begin. Dust them liberally in a coating of plain flour, salt and pepper and set aside.

Make the glaze with two teaspoons is light soy sauce, two teaspoons of cheapo honey, three teaspoons of plain water, one chopped cloves of garlic. For added spiciness, you can choose to add chilli or Szechuan pepper or both if you choose to turn the heat levels up.

Pan fry the coated wings in a pan of oil for roughly 5 minutes. Once they are properly browned, transfer to an oven tray lined with baking paper and roast the wings for about 15 minutes at 180 deg Celsius. Take them out to glaze the the wings on both sides with the soy honey glaze, and return to the oven for another 10 minutes.

Serve with sides of your choice. Here, we have them sitting a bed of homemade mashed potatoes and boiled spinach, and cherry tomatoes. For this plate you see here, the cost of ingredients is less than $10 to feed easily two :)))))",679,2,"['Delicious', 'Delicious 👍']",food 8
790,30/6/2020,thesilverchef,"Sualor Risotto.

Start with 8 or 10 sualor prawns from @lyhseafood for 2 persons. Deshell and devein the shrimp and separate them. Fry the shells and heads in a pot with butter until they turn pink. Add a pot worth of water to make a stock and simmer for 20 minutes. 

In a pan of oil, lightly sauté the prawns on each side for a minute or 2. Remove the prawns and in the same pan, add a knob of butter and enough Arborio risotto rice for 2.

Toast for a few minutes before adding a dash of white wine. Burn off the wine for a few minutes before adding 3 ladles of prawn stock at medium heat and stir. Once the broth has been absorbed by the rice, add another ladle and stir again. Season with 1 tsp salt.

Keep repeating until the rice puffs up and is not too hard nor too mushy, about 20 minutes or so. Around 15 minutes, add some green peas. Once the rice is fully cooked, turn off the flame and add in a 2 thick slabs of butter, grated parmesan or parmigiana.

Stir well to emulsify the butter and toss to get it super creamy and delicious like seen in the video. To serve, spoon risotto into the center of a plate and shake the plate to let the rice naturally spread out to form a circular disc shape.

Add the sualor prawns on top and enjoy! It should be creamy and lava like, and when you get this right, it’s super comforting :))))) Check out my profile story highlights for the full video snippets.",497,7,"['YUMMM. Miss your risotto!', 'wow😍😋amazing', 'Looks awesome! I love a good risotto', 'Super creamy!!! Soo good🤤🤤🤤']",food 6
791,30/6/2020,thesilverchef,"Sweet Potato Buns, one of the easiest bread to do.

Steam 100g of sweet potato for 20 minutes. After which, mash them with a fork. Add the mashed potatoes into a bread maker, followed by 250g bread flour, 30g brown sugar or caster sugar, 120ml milk, 25g butter, half tsp salt and 1 tsp instant yeast.

Set your bread maker to bread dough mode and let the machine do its magic. When it is done, pour the dough onto a flour dusted table. Cut the dough into 9 equal portions. 

Roll each dough onto a ball shape and arrange all 9 dough balls neatly into a baking tray in a 3 by 3 formation. Rest the dough for 30 minutes. Make a solution of 2 tbsp milk and 1 tbsp maple syrup, and stir well. 

Apply the solution on top of each dough ball and sprinkle some black sesame seeds on top as well. Bake the bread in a pre heated oven of 170 Celsius no fan mode for 15 minutes.

And that’s it! So easy and fast. And perfect as breakfast rolls or simply as a snack :))))) Check out my profile story highlights for the full video snippets.",562,24,"['👍thanks for sharing! 😋', ""I don't have a bread maker 😭"", 'Thank you so much for sharing🙏🏻 May I ask if we need to rest the dough? Thank you so much for your kindness.', ""How long to proof if I don't use bread maker?"", 'yummm😋😋😋', 'If I don’t have maple syrup I can substitute it with honey?', '❤️❤️❤️', 'Thanks for sharing.👍', 'Made this today, great recipe!! Kneaded by hand and proofed for one hour before rolling and another hour after, texture was amazingly soft!', '@thesilverchef Which mode would you recommend if I do not have an oven but only a bread maker?', 'Thanks for sharing this great and simple recipe! So soft even without a bread maker!', '💓💓💓']",food 3
792,29/6/2020,thesilverchef,"Soup night is a simple and tasty chicken bean soup that has been slow cooked for at least 8 hours.

Two deskinned chicken thighs, one chopped carrot, 2 strips of chopped bacon, some French beans together with some mixed beans and 5 tbsp of tomato purée in a slow cooker slowly but surely brewing away.

Remember to skim off the excess fat before consuming. Not only delicious, but highly nutritious :)))))",242,0,[],food 4
793,29/6/2020,thesilverchef,"Amazingly Simple Mushroom Bacon Rice Cooker.

So simple even a baby can do this. Ok, maybe not a baby, but even the most non cook will be able to pull it off.

In a rice cooker with one cup of washed and rinsed rice, add chopped mushrooms. You can choose whatever mushrooms and do not worry about the quantity, the mushrooms will shrink during cooking so add as much as you like.

Add 2 slices of chopped bacon for some meaty influence, and green peas for colour and crunch. Add one cup of water seasoned with a tsp of light soya for flavour.

Put everything in the rice cooker and let it cook on normal mode until it’s done. When it’s cooked, open and season with fresh black pepper and serve.

Enjoy :))))) Check out my profile story highlights for the full video snippets.",1127,20,"['@oh.jyy', 'Can we add corns instead of green peas?', 'This method works well too with spinach, pumpkin, mushrooms and a knob of butter. Makes a quick side of carbs/veg with choice of protein. 😊', '😋', 'How do you know how much water to add?', '@fabio_bartolini_ 😍🍻try it!!!', 'these one pot rice cooker dishes are the best! easy and tasty. 🤤', '@foodieeeeemmm  i think this pretty cool and fast', 'Yum 😍❤️❤️', 'Yum.. 😋 all the ingredients I love.. 😘', 'I love your one pot meals....👌']",food 4
794,29/6/2020,thesilverchef,"So easy to make Cheese Twists using @borgcraft puff pastry packets.

We have some leftover puff pastry from making our pot pie, so never being one to waste food, we put it to good use.

With the balance puff pastry sheet, apply some egg wash on one side. Then sprinkle some grated cheddar cheese before folding in half. Then cut it into thin lengthy strips.

Twist each strip until you form a cheese twist shape. Then place them on a baking tray lined with baking paper. Sprinkle more cheddar before baking them in oven at 200 Celsius no fan for 18 to 20 mins.

This is great as a snack or like what we did today, a breakfast paired with a dip and some fruits and yogurt :)))))",322,5,"['PM me back if you have old 🇲🇾Malaysian, Dubai, UAE, Singapore,Brunei,China coin or note for sale!!!! The open price per pieces is 10,000', 'This is brilliant! I have leftover puff pastry which is so wasteful to throw yet I can’t think of any good recipes to ‘recycle’ them. So they usually just end up in the bin hahaha.', 'May I ask if I can do more and freeze it?', 'Great idea 👍Thanks for the recipe']",food 3
795,28/6/2020,thesilverchef,"What’s good with white rice, Kung Pao Chicken of course. Here’s how to do it again.

Marinate about 250g chopped to chunks chicken with 1 tbsp corn flour, 1 tbsp light soya and 1 tbsp Chinese wine. Mix and coat everything evenly.

Make a sauce by mixing 1 tbsp sugar, 1 tbsp corn flour, 1 tbsp light soya, 1 tbsp dark vinegar and 3 tbsp water in a bowl and set aside.

Heat up a wok with oil at medium flame. Once the oil is hot, fry a handful of chopped dried chilli and a handful of Szechuan peppercorns until they are fragrant.

Add the marinated chicken and stir well. Once the chicken is cooked in a few minutes, add 2 stalks of chopped scallion, 4 cloves of garlic that have been peeled and cut into halves and 6 slices of ginger. Toss and stir well again, it should smell incredibly aromatic by now.

Next add the sauce which will give the chicken a shiny gloss like the livery on an F1 car. Keep tossing. The last part is to simply add baked or cooked cashew nuts for a lovely crunch.

To serve, you can pour it on a sharing plate or do what we did here, that is to spoon the chicken onto a bowl of piping hot white rice. So so good that we really hope you give this a try :))))) Check out my profile story highlights for the full video snippets.",604,3,"['My fav 😋😋', '🙌 looks delicious with rice to go with.. Do you have to soak the dried chili first before using ?', '😍😍😍😍😍']",food 6
796,28/6/2020,thesilverchef,"Simple Ee Fu Noodles.

Blanche ee fu noodles in a pot of boiling water for 2 minutes, then strain. In a wok of oil, sauté 1 chopped garlic and half of a chopped leek until fragrant.

Add one sliced portobello or 2 or 3 button mushrooms. Add 100g of chopped chunks of pork, we using a leftover shoulder here. Stir well.

Season with 1 tbsp light soya and 1 tbsp dark soya and some white pepper. Add some of the noodle water followed by the ee fu noodles. Let the noodles braise for a few minutes.

Once the liquid is mostly absorbed into the noodles, turn off the flame and drizzle a dash of oil and season with black pepper and give it one last toss. And it’s done.

Serve onto a plate and enjoy this classic wedding banquet dish :)))))",1236,31,"['🤤😄🌻👍👏thank you for your kind sharing!', 'I can’t wait to make this! How many people does this serve? @thesilverchef', '😋😋😋', '😮', 'Is the noodle water salted? This looks so good!', 'Yummm🤤🤤', '😋😋🥢', 'Makes me hungry now 😋😋😋', 'Always love watching your videos. Your cooking always look so easy!!! But for someone who can’t cook seems hard...but still joyful to watch! I shall attempt it once I’m ready☺️', 'Tomorrow’s lunch ... it’ll be! 😍', 'A', '💯💯', '🤤🤤🤤🤤🤤🤤🤤', 'the dish i always look forward to at weddings.. 😁 thanks for sharinh recipe! ❤️', 'Wow 😍❤️❤️', 'LOVE  IT😋👍', 'Nice!😍', '🤤🤤']",food 5
797,28/6/2020,thesilverchef,"A sunny Sunday for once, and while we are now able to enjoy some form of dine in activities and leisure, we should not get carried away and revert to the days of cafe hopping and visiting multiple places and outlets for the sake of putting up ig content.

Let’s not delude ourselves nor lull those around us into thinking that we have gotten covid under wraps. Minimising our time outside is still priority numero uno, and catching up unnecessarily is just putting risk to our own loved ones at home.

There will be a time for such catch ups later on when a clear vaccine and treatment is available, so until then, a conservative approach to venturing outside is a wiser option :)))))",331,3,"['Totally agree!', 'Agreed and stay safe', '👏🏻👏🏻👏🏻']",food 9
798,27/6/2020,thesilverchef,"Feeling a bit chilly tonight, so having a fortifying shi hu, American ginseng, goji berries, dried longan chicken soup slow cooked for 10 hours tonight :)))))",308,5,"['Chicken soup?', 'Oh yes please 😋😋', 'the soup looks so inviting', '😍😍😍', '😍']",food 8
799,27/6/2020,thesilverchef,"Easiest Baked Rice.

Seriously, one of the simplest recipes around. Start by placing one cup of washed and rinsed uncooked rice in a baking dish. Spread evenly around the dish.

Add one sliced onions and cover evenly. Then add 3 chopped garlic on top. Add some freshly chopped parsley before adding 3 portobello mushrooms, thinly sliced. You can use any fresh mushrooms too.

Pour in one cup of chicken or meat or vegetable stock seasoned with one tsp of salt. Then cover thoroughly with both mozzarella and parmesan or parmigiana cheese. Sprinkle a dash of black pepper.

Bake in a pre heated oven at 190 Celsius no fan for 45 minutes. After about half an hour, if the top is already golden brown, cover with an aluminium foil to cook the balance of remaining time to prevent burning the cheese crust.

After 45 minutes, the rice should have puffed up and fully cooked. Remove and simply enjoy the simplest of baked rice :))))) Check out my profile story highlights for the full video snippets.",998,14,"['Hi thanks for always providing us with simple recipes for yummy dishes👍 may I ask about the type of rice that can be used here - looks like short grain white rice in your video', 'Thanks👍', '🎉🎉Wowww', '@shan.delierrr', ""Wow wow😘😍❤️ So easy. Can't wait to try this. Thanks for sharing"", 'Hi 👋 how do you think long grain rice (jasmine) would go in this dish please?', 'Wah my kids will love it. Shall attempt 🤣', 'oooooooooh 😍', '😋', 'Hi there! What kinda of rice did u use?', '@jas_jos']",food 1
800,27/6/2020,thesilverchef,"Avocado boat with crispy bacon and a touch of blue cheese, and some fruits for vitamins hehe :)))))",242,0,[],food 3
801,26/6/2020,thesilverchef,Had a juicy New Zealand chilled striploin steak from @thegoodmeatstore pan fried and basted in butter and cooked to our ideal medium rare :))))),387,15,"['Hi Ian, may I know how many mins on each side for medium rare?', 'Really enjoy seeing your posts everyday', 'Steak day for both of us! 😅', 'So good, chef', '😋😋❤️❤️', 'Wow! Impressive and perfectly done! ❤️ When it is in the right hands ‘perfect’ is the word to describe our meat! Enjoy!']",food 8
802,26/6/2020,thesilverchef,"We made the silky smooth Velvet Congee again today, but had it with century egg and pork balls, similar to those at the “Jewelry green” outlets hehe.

The simple trick to getting this broken rice like texture is very easy. It’s using a combination of rice, three parts normal rice (preferably Japanese or Taiwanese rice) to one part glutinous rice. So for 2 persons, you need half cup rice in total, so mix well 3/8 cup of normal rice to 1/8 cup glutinous rice. Then you always need 8 times more water, in this case 4 cups of water or stock for even a better flavour profile.

So add the 2 types rice and water into the rice cooker. As we are using garoupa as our protein later, we flavour this congee with one slice of dried abalone and a few pieces of dried scallops for that ocean taste. Then set your rice cooker to cook for 3.5 hours for maximum congee joy.

An hour into cooking, add a few slices of ginger and some white bits of scallion. Marinate 150g mince pork with 3 slices ginger, 2 chopped garlic, 1/2 tsp salt, 1 tsp Chinese wine, 1 tsp sesame oil, 1 tsp 5 spice powder, 1 tsp plain flour and a dash of white pepper. Mix well and let it rest for 5 minutes.

Half an hour before the congee time is up, simply add the pork balls and sliced century eggs into the rice cooker. And once the congee is fully cooked, season with one tsp salt. You can add more if you prefer a stronger taste.

To serve, pour into large round bowls and garnish with more slices of ginger and the green bits of scallion. Then it should look similar to those you find at you know where. The texture should be silky and velvety, and the rice fairly broken down from the long cooking time. It should taste thoroughly comforting too :))))) Check out my profile story highlights for the full video snippets.",803,18,"['😋😋😋 Wow', 'omy, make me feel like having congee now...🤤', '@thesilverchef may i know if its possible to achieve this texture with brown rice?', '😍😋', ""My rice cooker doesn't have a porridge option, how would you recommend cooking this on the stovetop."", 'Thanks for sharing the recipe in detail, can’t wait to try to cook this dish! 🙏', 'Looks damn good!', '❤️', '😋😋😋😋😋']",food 1
803,26/6/2020,thesilverchef,"Egg Mayonnaise Prosciutto Wrap.

A tasty breakfast favourite of ours, this takes half an hour to do and less than half that time to eat.

Bring 3 eggs to a boil, then turn off heat. Cover with a lid for 10 minutes until it is hard boiled. Drain water and run the eggs under tap water to shock the eggs. Peel eggs and place eggs in a bowl.

Use a fork to mash the eggs. Add 2 large tbsp of Greek yogurt and mix well. Then season with half tsp salt and some black pepper. Break some basil leaves to give it a lovely herb fragrance. Mix well again.

On an aluminium foil sheet, place one wrap and add 2 pieces of lettuce. Add 2 slices of prosciutto though you can easily substitute with sliced or shaved ham as well.

Spoon enough yogurt egg mayonnaise on top to cover the prosciutto. Then fold the wrap similar to a spring roll or popiah. Fold the foil also to cover the wrap entirely.

Cut the wrap into half to reveal the colourful cross section and then, enjoy a delicious breakfast. Best with some fruit :)))))",488,10,"['Looks so yummy..', 'Love the way u present the cooking of food in short vedios! 🔥', 'I assume besides Greek yoghurt, you added in some mayo as well?', 'Does the egg “mayo” taste sour instead of savoury because of the yogurt?', 'Looks very delicious']",food 5
804,25/6/2020,thesilverchef,"Sua Lor Prawn Aglio Olio, updated recipe of one of our favourite pasta dishes with a few improvements.

Start with 6 sua lor prawns from @lyhseafood for 2 persons. Deshell and devein the shrimp and separate them. Boil tagliatelle from @barilla for exactly 5 minutes and strain. Keep the pasta water.

In a pan of oil, lightly sauté the prawns on each side. Prawns cook very fast, so it will take only a minute or so to cook. Remove but use the same pan to cook the heads until they turn pink. Then add 2 ladles of pasta water and simmer for 5 minutes. Strain and keep the prawn stock.

In a pan, drizzle enough extra virgin olive oil to create a thin film of bathing oil. Add 2 cloves of thinly sliced garlic and 6 cherry tomatoes, halved. Let them bathe in the oil to make an aromatic garlic oil. Next add some chopped basil, be sure to keep another batch of same amount of basil for the finishing later.

Add a tbsp butter and let it monte the pan. In French cooking, monte usually comes at the end to make the sauce more rich and luxurious, but we are using butter to add flavour and richness. As the butter is melted, add the prawn stock to make the final sauce.

Once the sauce is boiling, add the pasta and quickly stir to get the pasta to absorb all the prawn and basil goodness. If you can toss the noodles, even better. The secret here is to make the pasta absorb the saucy liquid until it reduces to a creamy consistency.

To finish, turn off heat and add the prawns and the balance of basil and another tbsp of butter and monte or mantecare one last time. Stirring and tossing adds air to emulsify the butter into the sauce, giving it a rich creamy and glossy finish.

To serve, refer to our videos to see how it can be plated nicely. Trust us, you will only eat this at home even after the crisis is over :))))) Check out my profile story highlights for the full video snippets.",529,3,"['this recipe saves lives! 😭', '👌🔥😋😋']",food 8
805,25/6/2020,thesilverchef,"Today is Dragon Boat Festival! Here is our recipe for this again in the event you are thinking of making this today.

Start by soaking 500g glutinous rice, 12 chestnuts and bamboo leaves overnight. Also, soak about 6 dried mushrooms for 2 hours.

Marinate 250g pork shoulder or belly with 1 tbsp light soya, 1 tbsp dark soya, 1 tbsp sesame oil, 1 tbsp oyster sauce, 3 minced garlic, 1 chopped shallot and some 5 spice powder. Add a dash of white pepper also.

In a wok of oil, fry 3 minced garlic and 1 chopped shallot until fragrant. Add the glutinous rice and mix well. Season with 1 tbsp light soya, 1 tbsp dark soya, 1 tbsp sesame oil, 1 tbsp oyster sauce and some 5 spice powder. Stir until the rice is evenly coated, then set aside and let it cool down.

In a fresh wok of oil, fry another 3 minced garlic, a handful of dried shrimp and 1 chopped shallot until fragrant. Add the marinated pork, dried mushrooms and chestnuts. Fry and stir until everything is properly mixed. After about 5 minutes, set aside and let it cool down.

For each dumping take 2 bamboo leaves and fold at the center to form a triangle cup as seen in the video. Spoon some rice to fill one third of the capacity. Add a chestnut and a piece of pork.

Then add a chestnut, half a mushroom, some braised peanuts (from can) and half a salted egg yolk. You can also add an abalone as an option.

Fold the the flap of the lead to cover the base of the dumpling and fold in any other flap. Ensure it is tight and there are no gaps to form a taut pyramid shape.

We tie the dumpling strings to a hangar, but you can improvise with whatever is convenient. Use the string to tie around the dumpling and ensure it is tight. Make 12 dumplings with this recipe.

Then boil the dumplings in a wok of water for 45 minutes and it should be done. If you didn’t leave any gaps, the dumpling should look firm and neat.

We still need more practice with our dumpling tying skills, but this way is certainly more affordable than buying commercial ones outside. And equally as tasty :))))) Check out my profile story highlights for the full video snippets.",508,3,"['Happy Dragon Boat Festival', 'hmmm yummy❤️', 'Wow super delicious yo 😋👍👍']",food 0
806,25/6/2020,thesilverchef,"Healthy breakfast today as another cold morning beckons, homemade granola and acai bowl with Greek yogurt and fruits :)))))",258,2,"['O', 'Yommmmmm❤️']",food 3
807,24/6/2020,thesilverchef,"The cold weather, calls for more soup nights as we retreat to a pork ribs soup with lotus root :)))))",367,4,"['My favouriteee❤️❤️❤️❤️❤️❤️', 'This is such a good comfort food for this rainy weather ♥️', ""we felt that ':))))', this looks so warm and cozy 😍"", 'Yeah. My favorite']",food 7
808,24/6/2020,thesilverchef,"Homemade Popiah.

One of our family favourites, this takes some time to make but well worth the effort to make this at home. 
Shred 2 jicama in a blender until you get thin strips. Fry a tau kwa until both sides are golden brown. Then cut it into thin strips.

Fry 4 chopped garlic and 1 chopped shallot in a wok of oil until fragrant. Then add one carrot that has been julienned or thinly sliced. Stir well.

Then added the shredded jicama together with about 10 sliced French beans. Mix well again and add some water if it gets too dry. Season with 1.5 tsp salt and some white pepper.

Fry some prawns, about a dozen of them in a pan until they are cooked. Just a few minutes will do. Next prepare all the rest of the ingredients and condiments. You will need black sweet sauce, peanut butter, chilli paste or cilicuka, dried sole powder, lettuce and parsley. And popiah skin of course.

Start with 2 popiah skins and one might be too thin and break easily. Spoon some sweet sauce and chilli paste or cilicuka in the center first.

Then add some peanut butter, we using our homemade one. Add some pieces of lettuce. Then take a few spoonfuls of jicima and layer on top, enough to form a spring roll. Add a few prawns, then some parsley and a dash of sole powder.

Roll from the bottom at the longer side and about halfway, fold in the sides before continuing to fold forward until you form a popiah. Cut into slices for easier consumption.

And there you have it, a delicious homemade popiah :))))) Check out my profile story highlights for the full video snippets.",388,3,"['So lovely 😍😍', 'Whr u get your popiah skin', 'Oh I fell in love with popiah when I was in Singapore!! U can never find it here in Aus! Not even jicama!']",food 1
809,24/6/2020,thesilverchef,"A simple bruschetta on another chilly morning made using our remaining homemade baguette, a simple topping of mozzarella, cherry tomatoes and fresh basil leaves :)))))",337,1,"['Nothing to say, the presentation. Is amazing too']",food 7
810,23/6/2020,thesilverchef,"Potato Leek Cream Soup without using actual cream.

Here is a simple rustic classic soup that’s so easy to do. And totally delicious and wholesome.

In a pot of oil and butter, sweat 1 stalk and 3 or 4 medium sized potatoes, chopped into small chunks so as to cook faster. After about 5 minutes or so, add half a cup of washed lentils and cook for a few minutes.

Add enough chicken or vegetable stock until half the pot is filled. If your salt is salty, do not add any salt. Else one tsp salt will do, though it’s best to adjust according to your own taste. Break a few basil leaves into the pot also.

Bring to a boil and let the soup simmer for at least 15 minutes. Once the potatoes are soft, you can remove from the stove.

Use a hand blender and blitz the soup until it turns smooth and creamy like seen in the video. Then simply ladle the soup into soup bowls and garnish.

We added a drizzle of extra virgin olive oil and paprika powder, along with few slices of our toasted homemade baguette.

Soups like these are so classic and there’s a reason they remain so. They are just so good to come back to again and again :))))) Check out my profile story highlights for the full video snippets.",391,3,"['Mmm yeh trying to eliminate the need to go out and get cream too.', 'Good for rainy days!', 'Delicious']",food 8
